list_name,label,name,district,upazila,union_name,ward
village_list,Khantakhali,785711926,78,7857,785711,7857119
village_list,Dakkin Kazirhowla,789783205,78,7897,789783,7897832
village_list,Dokhin Badura,789510926,78,7895,789510,7895109
village_list,Paschim Majhgram,785750421,78,7857,785750,7857504
village_list,Moddho Paschim Baro Charkazol,785739307,78,7857,785739,7857393
village_list,Purbo hetalia,789533214,78,7895,789533,7895332
village_list,Gainkhali,789744410,78,7897,789744,7897444
village_list,Modho Kalibari,040963917,04,0409,040963,0409639
village_list,Maddhagram Bibir howla,789732708,78,7897,789732,7897327
village_list,Horidrakhali,789744411,78,7897,789744,7897444
village_list,Purbo Kalibari,040963916,04,0409,040963,0409639
village_list,Paschim-Daskhin Char Chandrailer,785769504,78,7857,785769,7857695
village_list,Uttar Khekuani,040963510,04,0409,040963,0409635
village_list,Modho Ballabpur ,789533213,78,7895,789533,7895332
village_list,Panchim Purbo Auliapur,789510411,78,7895,789510,7895104
village_list,Ramdula,785711513,78,7857,785711,7857115
village_list,Bara Chatra,785755319,78,7857,785755,7857553
village_list,Paschim Uttar Char Biswas-4,785737412,78,7857,785737,7857374
village_list,Uttar Bahalgasia,789533504,78,7895,789533,7895335
village_list,Purbo Paksha,785767625,78,7857,785767,7857676
village_list,Purbo Cunakhali,040987401,04,0409,040987,0409874
village_list,Purbo Krishno nagar,040987825,04,0409,040987,0409878
village_list,Modho Sakharia,040923103,04,0409,040923,0409231
village_list,Moddho Uttar Char Biswas-2,785737205,78,7857,785737,7857372
village_list,Purbo Artkhali,785755724,78,7857,785755,7857557
village_list,Purbo Char Montaz,789734721,78,7897,789734,7897347
village_list,Panchim Raibala,040987214,04,0409,040987,0409872
village_list,Modho gojkhali,040963825,04,0409,040963,0409638
village_list,Dokhin Botolebunia,789567224,78,7895,789567,7895672
village_list, Paschim Tulatali,785778619,78,7857,785778,7857786
village_list,Panchim Sharik Khali,789533824,78,7895,789533,7895338
village_list,Pearpur ,789513110,78,7895,789513,7895131
village_list,Uttar Ichadi,785769719,78,7857,785769,7857697
village_list,Purbo Gerakhali,789567907,78,7895,789567,7895679
village_list,Uttar-Paschim Pankhali,785750814,78,7857,785750,7857508
village_list,Coto Bighai,789513524,78,7895,789513,7895135
village_list,Tilla,789744513,78,7897,789744,7897445
village_list,Fakirchaolan ,040923204,04,0409,040923,0409232
village_list,Gojkhali,040963715,04,0409,040963,0409637
village_list,Paschim Atkhali,785755613,78,7857,785755,7857556
village_list,Purbo Sharik Khali,789533925,78,7895,789533,7895339
village_list,Daskhin-Purbo Artkhali,785755615,78,7857,785755,7857556
village_list,Vajna,789513214,78,7895,789513,7895132
village_list,Purbo Dokhin Mohiskata,040987403,04,0409,040987,0409874
village_list,Kumarkhali,789513522,78,7895,789513,7895135
village_list,Chhotra Chatra,785755321,78,7857,785755,7857553
village_list,Purbo-Daskhin Charkhali,785767408,78,7857,785767,7857674
village_list,Simlabunia,789510205,78,7895,789510,7895102
village_list,Uttar Chiknikandi,785750112,78,7857,785750,7857501
village_list,Uttar Thainga,789527211,78,7895,789527,7895272
village_list,Pashuribunia,789783307,78,7897,789783,7897833
village_list,Moddho Choto Sheba,785739618,78,7857,785739,7857396
village_list,Purboratandi2,785767305,78,7857,785767,7857673
village_list, Bainbunia,040963714,04,0409,040963,0409637
village_list,Purbo Gazalia,785769110,78,7857,785769,7857691
village_list,Purbo Khekuani,040963512,04,0409,040963,0409635
village_list,Paschim Pksha,785767626,78,7857,785767,7857676
village_list,Dokhin Thaingai ,789527210,78,7895,789527,7895272
village_list,Daskhin - Uttar Ichadi,785769607,78,7857,785769,7857696
village_list,Panchim keyabunia,789531727,78,7895,789531,7895317
village_list,Kazikanda,785778202,78,7857,785778,7857782
village_list,Purba Ratandi,785767202,78,7857,785767,7857672
village_list,Purbo Majhgram,785750419,78,7857,785750,7857504
village_list, Uttar Amragachia,040987621,04,0409,040987,0409876
village_list,Maddha Gazalia,785769111,78,7857,785769,7857691
village_list,Uttar Chaliatbunia,789732205,78,7897,789732,7897322
village_list,Paschil Geramarddan,785778415,78,7857,785778,7857784
village_list,Morichbunia,789574618,78,7895,789574,7895746
village_list,Nundipara ,789567119,78,7895,789567,7895671
village_list,Uttar Choto Kazol,785739411,78,7857,785739,7857394
village_list,Hazikhali,789567618,78,7895,789567,7895676
village_list,Balar Char,785739513,78,7857,785739,7857395
village_list,Panchim Kalagachia,040963324,04,0409,040963,0409633
village_list,Char Madarbunia,789783927,78,7897,789783,7897839
village_list,Purbo Kapalbera,785739824,78,7857,785739,7857398
village_list,Dhakkin Kapalber,785739822,78,7857,785739,7857398
village_list,Borunbaria ,789574204,78,7895,789574,7895742
village_list,Uttar kawabunia,040987110,04,0409,040987,0409871
village_list,Uttar Purbo Kalagachia,040963219,04,0409,040963,0409632
village_list,Shehakathi,789527816,78,7895,789527,7895278
village_list,Dhakkhin Purbo Char Montaz,789734823,78,7897,789734,7897348
village_list,Uttar Char Kapalbera,785739925,78,7857,785739,7857399
village_list,Dokhin Sharik Khali,789533822,78,7895,789533,7895338
village_list,Moddho Uttar Baro Char Kazol,785739308,78,7857,785739,7857393
village_list,Katuratalluk ,789527704,78,7895,789527,7895277
village_list,Maddho Char Bestain,789734102,78,7897,789734,7897341
village_list,Daskhin Gazalia,785769215,78,7857,785769,7857692
village_list,Goruvanga,789732101,78,7897,789732,7897321
village_list,Daskhin Khurida,785778823,78,7857,785778,7857788
village_list,Moddho Uttar Char Biswas-3,785737308,78,7857,785737,7857373
village_list,Daskhin Bahir Gazalia,785769316,78,7857,785769,7857693
village_list,Uttor Jugir howla,789783617,78,7897,789783,7897836
village_list,Moddho Sheba Uttar,785739514,78,7857,785739,7857395
village_list,Charlata Abasan,789732514,78,7897,789732,7897325
village_list,Moddho Dhakkin Char Biswas,785737514,78,7857,785737,7857375
village_list,Panchim Sonakhali,040923721,04,0409,040923,0409237
village_list,Enduria Balaikati,785711204,78,7857,785711,7857112
village_list,Purbo kawabunia,040987215,04,0409,040987,0409872
village_list,Horidrabaria,040963323,04,0409,040963,0409633
village_list,Patukhali,789531307,78,7895,789531,7895313
village_list,Panchim Bahalgasia,789533608,78,7895,789533,7895336
village_list,Darbhanga,789734411,78,7897,789734,7897344
village_list,Purbo Raibala,040987213,04,0409,040987,0409872
village_list,Dhakkin Char Biswas,785737616,78,7857,785737,7857376
village_list,14 Ghar Morichbunia,789574412,78,7895,789574,7895744
village_list,Paschim Char Agosti,785737927,78,7857,785737,7857379
village_list,Modho Kukua,040987724,04,0409,040987,0409877
village_list,Daskhin-Purbo Gazalia,785769213,78,7857,785769,7857692
village_list,Purbo Sharik Khali,789533823,78,7895,789533,7895338
village_list,Dhakkin Agosti,785737823,78,7857,785737,7857378
village_list,Panchim Shehakathi,789527908,78,7895,789527,7895279
village_list,Matibhanga,785767121,78,7857,785767,7857671
village_list,Panchim khakdan,040987317,04,0409,040987,0409873
village_list,Uttar Bhangra,785711719,78,7857,785711,7857117
village_list,Gerabunia ,040923410,04,0409,040923,0409234
village_list,Paschim Char Montaz,789734719,78,7897,789734,7897347
village_list,Purbo Baro Char Kazol,785739103,78,7857,785739,7857391
village_list,Uttar gojkhali,040963826,04,0409,040963,0409638
village_list,Uttar Maddah Goalbunia,789732926,78,7897,789732,7897329
village_list,Golbunia ,040923719,04,0409,040923,0409237
village_list,Purbo Boalia,785767813,78,7857,785767,7857678
village_list,Musurikathi,785711721,78,7857,785711,7857117
village_list,Modho Gulishakhali,040963103,04,0409,040963,0409631
village_list,Char Emarson,789744102,78,7897,789744,7897441
village_list,Paschim Gazalia,785769112,78,7857,785769,7857691
village_list,Modho Charabunia ,789567515,78,7895,789567,7895675
village_list,Dhakkin Char Kapalbera,785739926,78,7857,785739,7857399
village_list,Modho Pasuribunia,789533720,78,7895,789533,7895337
village_list,Panchim Morichbunia,789574617,78,7895,789574,7895746
village_list,Purbo Kisnawpur,785755827,78,7857,785755,7857558
village_list,Panchim Badura,789510927,78,7895,789510,7895109
village_list,Daskhin Amkhola,785711309,78,7857,785711,7857113
village_list,Dakkin Choto Kazol,785739410,78,7857,785739,7857394
village_list,Modho Purbo Kukua,040987826,04,0409,040987,0409878
